Temporada,Nombre,Goles
2011-2012,Ponzio,1
2011-2012,Arribas,1
2011-2012,Botelho,1
2011-2012,Koke,1
2011-2012,Delibasic,1
2011-2012,Labaka,1
2011-2012,Tito,1
2011-2012,Abel Gómez,1
2011-2012,Mainz,1
2011-2012,Jaime,1
2011-2012,Botía,1
2011-2012,Carmelo,1
2011-2012,Álvaro,1
2011-2012,Colsa,1
2011-2012,Christian Fernández,1
2011-2012,Diop,1
2011-2012,Torrejón,1
2012-2013,Messi,46
2012-2013,Cristiano Ronaldo,34
2012-2013,Falcao,28
2012-2013,Negredo,25
2012-2013,Soldado,24
2012-2013,Rubén Castro,18
2012-2013,Piti,18
2012-2013,Higuaín,16
2012-2013,Agirretxe,14
2012-2013,Vela,14
2012-2013,Aduriz,14
2012-2013,Postiga,14
2012-2013,Jonas,13
2012-2013,Molina,13
2012-2013,Riki,13
2012-2013,Óscar González,12
2012-2013,Iago Aspas,12
2012-2013,Fàbregas,11
2012-2013,Benzema,11
2012-2013,Hemed,11
2012-2013,David Villa,10
2012-2013,Diego Costa,10
2012-2013,Griezmann,10
2012-2013,Özil,9
2012-2013,Xabi Prieto,9
2012-2013,Isco,9
2012-2013,Santa Cruz,9
2012-2013,Verdú,9
2012-2013,Kike Sola,9
2012-2013,Apoño,9
2012-2013,Alexis Sánchez,8
2012-2013,Saviola,8
2012-2013,Pabón,8
2012-2013,Rakitic,8
2012-2013,Javi Guerra,8
2012-2013,Manucho,8
2012-2013,El Arabi,8
2012-2013,Casadesús,8
2012-2013,Pizzi,8
2012-2013,Pedro,7
2012-2013,Tello,7
2012-2013,Di María,7
2012-2013,Leo Baptistao,7
2012-2013,Martins,7
2012-2013,Diego Castro,7
2012-2013,Sergio García,7
2012-2013,Stuani,7
2012-2013,Susaeta,7
2012-2013,Chori Castro,6
2012-2013,Valdez,6
2012-2013,Delibasic,6
2012-2013,Medel,6
2012-2013,Colunga,6
2012-2013,De Marcos,6
2012-2013,Ebert,6
2012-2013,Siqueira,6
2012-2013,Alfaro,6
2012-2013,Giovani Dos Santos,6
2012-2013,Augusto,6
2012-2013,Bruno Gama,6
2012-2013,Adriano,5
2012-2013,Xavi,5
2012-2013,Arda Turan,5
2012-2013,Raúl García,5
2012-2013,Chori Domínguez,5
2012-2013,Barkero,5
2012-2013,Míchel,5
2012-2013,San José,5
2012-2013,Bueno,5
2012-2013,Ighalo,5
2012-2013,Bermejo,5
2012-2013,Montañés,5
2012-2013,Sergio Ramos,4
2012-2013,Iñigo Martínez,4
2012-2013,Banega,4
2012-2013,Ricardo Costa,4
2012-2013,Baptista,4
2012-2013,Joaquín,4
2012-2013,Beñat,4
2012-2013,Reyes,4
2012-2013,Rubén García,4
2012-2013,Iborra,4
2012-2013,Álvaro Vázquez,4
2012-2013,Abdel,4
2012-2013,Ibai Gómez,4
2012-2013,Llorente,4
2012-2013,Víctor Pérez,4
2012-2013,Nélson Oliveira,4
2012-2013,Iniesta,3
2012-2013,Callejón,3
2012-2013,Kaká,3
2012-2013,Khedira,3
2012-2013,Modric,3
2012-2013,Adrián,3
2012-2013,Koke,3
2012-2013,De la Bella,3
2012-2013,Feghouli,3
2012-2013,Demichelis,3
2012-2013,Pedro Morales,3
2012-2013,Franco Vázquez,3
2012-2013,Lass,3
2012-2013,Coke,3
2012-2013,Fazio,3
2012-2013,Acquafresca,3
2012-2013,Alcácer,3
2012-2013,Alexis Ruano,3
2012-2013,Pedro León,3
2012-2013,Longo,3
2012-2013,Simao,3
2012-2013,Wakaso,3
2012-2013,Nolito,3
2012-2013,Torje,3
2012-2013,Armenteros,3
2012-2013,Cejudo,3
2012-2013,Nino,3
2012-2013,Javi Márquez,3
2012-2013,De Lucas,3
2012-2013,Park,3
2012-2013,Abel Aguilar,3
2012-2013,Jordi Alba,2
2012-2013,Piqué,2
2012-2013,Thiago Alcántara,2
2012-2013,Essien,2
2012-2013,Morata,2
2012-2013,Tiago Mendes,2
2012-2013,Miranda,2
2012-2013,Ifrán,2
2012-2013,Mikel González,2
2012-2013,Zurutuza,2
2012-2013,Canales,2
2012-2013,Cissokho,2
2012-2013,Jonathan Viera,2
2012-2013,Camacho,2
2012-2013,Portillo,2
2012-2013,Weligton,2
2012-2013,Campbell,2
2012-2013,Paulao,2
2012-2013,Sevilla,2
2012-2013,José Carlos,2
2012-2013,Trochowski,2
2012-2013,Lell,2
2012-2013,El Zhar,2
2012-2013,Juanlu,2
2012-2013,Pedro Ríos,2
2012-2013,Lafita,2
2012-2013,Juan Rodríguez,2
2012-2013,Valera,2
2012-2013,Colotto,2
2012-2013,Héctor Moreno,2
2012-2013,Mikel Rico,2
2012-2013,Recio,2
2012-2013,Arribas,2
2012-2013,Lamah,2
2012-2013,Loe,2
2012-2013,Arizmendi,2
2012-2013,Nsue,2
2012-2013,Álex López,2
2012-2013,Cabral,2
2012-2013,Nacho Insa,2
2012-2013,Marchena,2
2012-2013,Salomao,2
2012-2013,Silvio,2
2012-2013,Rodri,2
2012-2013,Sapunaru,2
2012-2013,Montoya,1
2012-2013,Puyol,1
2012-2013,Busquets,1
2012-2013,Song,1
2012-2013,Albiol,1
2012-2013,Coentrao,1
2012-2013,Pepe,1
2012-2013,Cristian Rodríguez,1
2012-2013,Filipe Luis,1
2012-2013,Godín,1
2012-2013,Juanfran,1
2012-2013,Mario Suárez,1
2012-2013,Carlos Martínez,1
2012-2013,Elustondo,1
2012-2013,Parejo,1
2012-2013,Guardado,1
2012-2013,Mathieu,1
2012-2013,Piatti,1
2012-2013,Tino Costa,1
2012-2013,Antunes,1
2012-2013,Buonanotte,1
2012-2013,Eliseu,1
2012-2013,Juanmi,1
2012-2013,Monreal,1
2012-2013,Fabrice,1
2012-2013,Agra,1
2012-2013,Ángel,1
2012-2013,Mario,1
2012-2013,Nosa,1
2012-2013,Pozuelo,1
2012-2013,Rubén Pérez,1
2012-2013,Jordi Amat,1
2012-2013,Nacho,1
2012-2013,Tamudo,1
2012-2013,Tito,1
2012-2013,Trashorras,1
2012-2013,Botía,1
2012-2013,Cicinho,1
2012-2013,Manu del Moral,1
2012-2013,Kondogbia,1
2012-2013,Spahic,1
2012-2013,David Navarro,1
2012-2013,Roger,1
2012-2013,Ángel,1
2012-2013,Borja,1
2012-2013,Escudero,1
2012-2013,Fede,1
2012-2013,Mané,1
2012-2013,Lopo,1
2012-2013,Rafa,1
2012-2013,Sarabia,1
2012-2013,Albín,1
2012-2013,Álvaro Vázquez,1
2012-2013,Baena,1
2012-2013,Javi López,1
2012-2013,Tejera,1
2012-2013,Víctor Sánchez,1
2012-2013,Aurtenetxe,1
2012-2013,Gurpegui,1
2012-2013,Ander Herrera,1
2012-2013,Muniain,1
2012-2013,Baraja,1
2012-2013,Omar,1
2012-2013,Rukavina,1
2012-2013,Sastre,1
2012-2013,Sereno,1
2012-2013,Angulo,1
2012-2013,Aranda,1
2012-2013,Buonanotte,1
2012-2013,Dani Benítez,1
2012-2013,Floro Flores,1
2012-2013,Mainz,1
2012-2013,De Las Cuevas,1
2012-2013,Llorente,1
2012-2013,Lolo,1
2012-2013,Masoud,1
2012-2013,Onwu,1
2012-2013,Puñal,1
2012-2013,Silva,1
2012-2013,Timor,1
2012-2013,Roberto Torres,1
2012-2013,Bigas,1
2012-2013,Geromel,1
2012-2013,Kevin,1
2012-2013,Martí,1
2012-2013,Pereira,1
2012-2013,Krohn-Dehli,1
2012-2013,Oubiña,1
2012-2013,Bergantiños,1
2012-2013,Bodipo,1
2012-2013,Camuñas,1
2012-2013,Juan Domínguez,1
2012-2013,Valerón,1
2012-2013,Álvaro,1
2012-2013,Rochina,1
2012-2013,Víctor,1
2012-2013,Zuculini,1
2013-2014,Cristiano Ronaldo,31
2013-2014,Messi,28
2013-2014,Diego Costa,27
2013-2014,Alexis Sánchez,19
2013-2014,Benzema,17
2013-2014,Griezmann,17
2013-2014,Aduriz,16
2013-2014,Vela,16
2013-2014,Bale,15
2013-2014,Pedro,15
2013-2014,Gameiro,15
2013-2014,Javi Guerra,15
2013-2014,Bacca,14
2013-2014,Nolito,14
2013-2014,David Villa,13
2013-2014,Uche,13
2013-2014,Oriol Riera,13
2013-2014,Rakitic,12
2013-2014,Charles,12
2013-2014,Sergio García,12
2013-2014,Larrivey,12
2013-2014,El Arabi,12
2013-2014,Giovani Dos Santos,11
2013-2014,Bueno,11
2013-2014,Perbet,10
2013-2014,Jonas,10
2013-2014,Rubén Castro,10
2013-2014,Raúl García,9
2013-2014,Neymar,9
2013-2014,Molina,9
2013-2014,Isco,8
2013-2014,Morata,8
2013-2014,Fàbregas,8
2013-2014,Ibai Gómez,8
2013-2014,Agirretxe,8
2013-2014,Rodri,8
2013-2014,Verza,8
2013-2014,Muniain,7
2013-2014,Barral,7
2013-2014,Lafita,7
2013-2014,Pedro León,7
2013-2014,Koke,6
2013-2014,Susaeta,6
2013-2014,Bruno Soriano,6
2013-2014,Alcácer,6
2013-2014,Santa Cruz,6
2013-2014,Marica,6
2013-2014,Boakye,6
2013-2014,Stuani,6
2013-2014,Aleix Vidal,6
2013-2014,Jesé,5
2013-2014,Ander Herrera,5
2013-2014,De Marcos,5
2013-2014,Mikel Rico,5
2013-2014,San José,5
2013-2014,Piatti,5
2013-2014,Álex López,5
2013-2014,Orellana,5
2013-2014,Camacho,5
2013-2014,Corominas,5
2013-2014,Jonathan Viera,5
2013-2014,Roberto Torres,5
2013-2014,Piti,5
2013-2014,Godín,4
2013-2014,Di María,4
2013-2014,Pepe,4
2013-2014,Sergio Ramos,4
2013-2014,Jairo,4
2013-2014,Vitolo,4
2013-2014,Jonathan Pereira,4
2013-2014,Feghouli,4
2013-2014,Parejo,4
2013-2014,El Zhar,4
2013-2014,Diop,4
2013-2014,Rafinha,4
2013-2014,Juanmi,4
2013-2014,Samuel,4
2013-2014,Colunga,4
2013-2014,Colotto,4
2013-2014,Jhon Córdoba,4
2013-2014,Víctor Sánchez,4
2013-2014,Osorio,4
2013-2014,Armenteros,4
2013-2014,Óscar Díaz,4
2013-2014,Soriano,4
2013-2014,Sevilla,4
2013-2014,Arda Turan,3
2013-2014,Gabi,3
2013-2014,Adriano,3
2013-2014,Iniesta,3
2013-2014,Xavi,3
2013-2014,Alberto Moreno,3
2013-2014,Coke,3
2013-2014,Iborra,3
2013-2014,M'Bia,3
2013-2014,Rubén Pardo,3
2013-2014,Cani,3
2013-2014,Mathieu,3
2013-2014,Pabón,3
2013-2014,Postiga,3
2013-2014,Ricardo Costa,3
2013-2014,Vargas,3
2013-2014,Baba Diawara,3
2013-2014,Ivanschitz,3
2013-2014,El Hamdaoui,3
2013-2014,Portillo,3
2013-2014,Lisandro,3
2013-2014,Albácar,3
2013-2014,Herrera,3
2013-2014,Pizzi,3
2013-2014,Thievy,3
2013-2014,Rochina,3
2013-2014,Iago Falqué,3
2013-2014,Manucho,3
2013-2014,Ebert,3
2013-2014,Larsson,3
2013-2014,Acuña,3
2013-2014,Suso,3
2013-2014,Brahimi,3
2013-2014,Miranda,2
2013-2014,Tiago Mendes,2
2013-2014,Carvajal,2
2013-2014,Illarramendi,2
2013-2014,Dani Alves,2
2013-2014,Piqué,2
2013-2014,Gurpegui,2
2013-2014,Laporte,2
2013-2014,Carriço,2
2013-2014,Fazio,2
2013-2014,Ansotegi,2
2013-2014,Canales,2
2013-2014,Chori Castro,2
2013-2014,Iñigo Martínez,2
2013-2014,Xabi Prieto,2
2013-2014,Seferovic,2
2013-2014,Trigueros,2
2013-2014,Moi Gómez,2
2013-2014,Pina,2
2013-2014,Javi Fuego,2
2013-2014,Ángel,2
2013-2014,Rubén García,2
2013-2014,Vyntra,2
2013-2014,Augusto,2
2013-2014,Mina,2
2013-2014,Amrabat,2
2013-2014,Darder,2
2013-2014,Duda,2
2013-2014,Eliseu,2
2013-2014,Escudero,2
2013-2014,Miku,2
2013-2014,Fidel,2
2013-2014,Javi Márquez,2
2013-2014,Manu del Moral,2
2013-2014,David López,2
2013-2014,Castillo,2
2013-2014,Gálvez,2
2013-2014,Saúl,2
2013-2014,Cejudo,2
2013-2014,Oier Sanjurjo,2
2013-2014,Azeez,2
2013-2014,Fran Rico,2
2013-2014,Ighalo,2
2013-2014,Recio,2
2013-2014,Riki,2
2013-2014,Braian Rodríguez,2
2013-2014,Chica,2
2013-2014,Verdú,2
2013-2014,Alderweireld,1
2013-2014,Diego,1
2013-2014,Adrián,1
2013-2014,Cristian Rodríguez,1
2013-2014,Óliver,1
2013-2014,Khedira,1
2013-2014,Marcelo,1
2013-2014,Modric,1
2013-2014,Bartra,1
2013-2014,Puyol,1
2013-2014,Busquets,1
2013-2014,Tello,1
2013-2014,Beñat,1
2013-2014,Guillermo,1
2013-2014,Iraola,1
2013-2014,Kike Sola,1
2013-2014,Diogo,1
2013-2014,Cala,1
2013-2014,Perotti,1
2013-2014,De la Bella,1
2013-2014,José Ángel,1
2013-2014,Markel,1
2013-2014,Zurutuza,1
2013-2014,Aquino,1
2013-2014,Hernán Pérez,1
2013-2014,Jaume Costa,1
2013-2014,Musacchio,1
2013-2014,Mario,1
2013-2014,Banega,1
2013-2014,Bernat,1
2013-2014,Keita,1
2013-2014,Víctor Ruiz,1
2013-2014,Vezo,1
2013-2014,David Navarro,1
2013-2014,Pedro López,1
2013-2014,Pedro Ríos,1
2013-2014,Simao Junior,1
2013-2014,Casadesús,1
2013-2014,Xumetra,1
2013-2014,Oubiña,1
2013-2014,Cabral,1
2013-2014,Iñigo López,1
2013-2014,Iakovenko,1
2013-2014,Pedro Morales,1
2013-2014,Pablo Pérez,1
2013-2014,Pawlowski,1
2013-2014,Tissone,1
2013-2014,Weligton,1
2013-2014,Arroyo,1
2013-2014,Diego Castro,1
2013-2014,Sarabia,1
2013-2014,Carles Gil,1
2013-2014,Damián Suárez,1
2013-2014,Lombán,1
2013-2014,Aarón Ñíguez,1
2013-2014,Rodrigues,1
2013-2014,Sapunaru,1
2013-2014,Héctor Moreno,1
2013-2014,Lanzarote,1
2013-2014,Arbilla,1
2013-2014,Seba,1
2013-2014,Adrián González,1
2013-2014,Perea,1
2013-2014,Trashorras,1
2013-2014,Gilberto,1
2013-2014,Jesús Rueda,1
2013-2014,Valiente,1
2013-2014,Óscar González,1
2013-2014,Peña,1
2013-2014,Rama,1
2013-2014,Rossi,1
2013-2014,Rukavina,1
2013-2014,Víctor Pérez,1
2013-2014,Arribas,1
2013-2014,Puñal,1
2013-2014,Corona,1
2013-2014,Dubarbier,1
2013-2014,Vélez,1
2013-2014,Hélder Barbosa,1
2013-2014,Hicham,1
2013-2014,Torsiglieri,1
2013-2014,Trujillo,1
2013-2014,Jonathan,1
2013-2014,Iturra,1
2013-2014,Murillo,1
2013-2014,Yebda,1
2013-2014,Amaya,1
2013-2014,Nosa,1
2013-2014,Jordi Figueras,1
2013-2014,Juanfran,1
2013-2014,Leo Baptistao,1
2013-2014,Reyes,1
2014-2015,Cristiano Ronaldo,48
2014-2015,Messi,43
2014-2015,Neymar,22
2014-2015,Griezmann,22
2014-2015,Bacca,20
2014-2015,Aduriz,18
2014-2015,Bueno,17
2014-2015,Luis Suárez,16
2014-2015,Benzema,15
2014-2015,Sergio García,14
2014-2015,Jonathas,14
2014-2015,Bale,13
2014-2015,James,13
2014-2015,Nolito,13
2014-2015,Parejo,12
2014-2015,Mandzukic,12
2014-2015,Vietto,12
2014-2015,Stuani,12
2014-2015,Alcácer,11
2014-2015,Larrivey,11
2014-2015,Barral,11
2014-2015,Caicedo,9
2014-2015,Vela,9
2014-2015,Arruabarrena,9
2014-2015,Gameiro,8
2014-2015,Juanmi,8
2014-2015,Casadesús,8
2014-2015,El Arabi,8
2014-2015,Hemed,8
2014-2015,Hernández,7
2014-2015,Piatti,7
2014-2015,Iborra,7
2014-2015,Gerard Moreno,7
2014-2015,Mina,7
2014-2015,Agirretxe,7
2014-2015,Leo Baptistao,7
2014-2015,Álvaro Vázquez,7
2014-2015,Ghilas,7
2014-2015,Pedro,6
2014-2015,Feghouli,6
2014-2015,Otamendi,6
2014-2015,Vitolo,6
2014-2015,Uche,6
2014-2015,Amrabat,6
2014-2015,Lucas,6
2014-2015,Piovaccari,6
2014-2015,Piqué,5
2014-2015,Rakitic,5
2014-2015,Negredo,5
2014-2015,Raúl García,5
2014-2015,Tiago Mendes,5
2014-2015,San José,5
2014-2015,Orellana,5
2014-2015,Javi Guerra,5
2014-2015,Samuel,5
2014-2015,Kakuta,5
2014-2015,Manucho,5
2014-2015,Lombán,5
2014-2015,Kalu Uche,5
2014-2015,Robert,5
2014-2015,Florin,5
2014-2015,Isco,4
2014-2015,Sergio Ramos,4
2014-2015,André Gomes,4
2014-2015,Mustafi,4
2014-2015,Saúl,4
2014-2015,Aleix Vidal,4
2014-2015,M'Bia,4
2014-2015,Cheryshev,4
2014-2015,Moi Gómez,4
2014-2015,Darder,4
2014-2015,Canales,4
2014-2015,Chori Castro,4
2014-2015,Xabi Prieto,4
2014-2015,Víctor,4
2014-2015,Jhon Córdoba,4
2014-2015,Oriol Riera,4
2014-2015,Toché,4
2014-2015,Yoda,4
2014-2015,Thievy,4
2014-2015,Edgar,4
2014-2015,Thomas,4
2014-2015,Verza,4
2014-2015,Cartabia,4
2014-2015,Jesé,3
2014-2015,Javi Fuego,3
2014-2015,Rodrigo,3
2014-2015,Godín,3
2014-2015,Miranda,3
2014-2015,Fernando Torres,3
2014-2015,Banega,3
2014-2015,Reyes,3
2014-2015,Mario,3
2014-2015,Musacchio,3
2014-2015,Mikel Rico,3
2014-2015,Charles,3
2014-2015,Santa Cruz,3
2014-2015,Lucas,3
2014-2015,Víctor Sánchez,3
2014-2015,Iñigo Martínez,3
2014-2015,Embarba,3
2014-2015,Albácar,3
2014-2015,Pasalic,3
2014-2015,Morales,3
2014-2015,Fran Rico,3
2014-2015,Mainz,3
2014-2015,Borges,3
2014-2015,Ivan Cavaleiro,3
2014-2015,Diego Castro,3
2014-2015,Capa,3
2014-2015,Manu del Moral,3
2014-2015,Saúl,3
2014-2015,Soriano,3
2014-2015,Mathieu,2
2014-2015,Sandro,2
2014-2015,Xavi,2
2014-2015,Kroos,2
2014-2015,Marcelo,2
2014-2015,Pepe,2
2014-2015,Arda Turan,2
2014-2015,Koke,2
2014-2015,Iago Aspas,2
2014-2015,Coke,2
2014-2015,Denis,2
2014-2015,Krychowiak,2
2014-2015,Bruno Soriano,2
2014-2015,Jonathan dos Santos,2
2014-2015,Beñat,2
2014-2015,Etxeita,2
2014-2015,Iturraspe,2
2014-2015,Pablo Hernández,2
2014-2015,Camacho,2
2014-2015,Luis Alberto,2
2014-2015,Finnbogason,2
2014-2015,Zurutuza,2
2014-2015,Baena,2
2014-2015,Miku,2
2014-2015,Rodrigues,2
2014-2015,Camarasa,2
2014-2015,Rochina,2
2014-2015,Cuenca,2
2014-2015,José Rodríguez,2
2014-2015,Lopo,2
2014-2015,Medunjanin,2
2014-2015,Escudero,2
2014-2015,Hinestroza,2
2014-2015,Lacen,2
2014-2015,Lafita,2
2014-2015,Pedro León,2
2014-2015,Sarabia,2
2014-2015,Raúl Albentosa,2
2014-2015,Raúl Navas,2
2014-2015,Jonathan,2
2014-2015,Míchel,2
2014-2015,Bartra,1
2014-2015,Busquets,1
2014-2015,Jordi Alba,1
2014-2015,Munir,1
2014-2015,Rafinha,1
2014-2015,Arbeloa,1
2014-2015,Nacho Fernández,1
2014-2015,Modric,1
2014-2015,Barragán,1
2014-2015,Carles Gil,1
2014-2015,De Paul,1
2014-2015,Gayá,1
2014-2015,Orbán,1
2014-2015,Giménez,1
2014-2015,Mario Suárez,1
2014-2015,Raúl Jiménez,1
2014-2015,Siqueira,1
2014-2015,Carriço,1
2014-2015,Deulofeu,1
2014-2015,Diogo,1
2014-2015,Kolodzciejczak,1
2014-2015,Pareja,1
2014-2015,Campbell,1
2014-2015,Espinosa,1
2014-2015,Giovani Dos Santos,1
2014-2015,Jaume Costa,1
2014-2015,Trigueros,1
2014-2015,Aketxe,1
2014-2015,De Marcos,1
2014-2015,Gurpegui,1
2014-2015,Ibai Gómez,1
2014-2015,Iraola,1
2014-2015,Muniain,1
2014-2015,Susaeta,1
2014-2015,Viguera,1
2014-2015,Williams,1
2014-2015,Álex López,1
2014-2015,Augusto,1
2014-2015,Bongonda,1
2014-2015,Cabral,1
2014-2015,Krohn-Dehli,1
2014-2015,Hugo Mallo,1
2014-2015,Antunes,1
2014-2015,Castillejo,1
2014-2015,Duda,1
2014-2015,Recio,1
2014-2015,Ricardo Horta,1
2014-2015,Abraham,1
2014-2015,Álvaro,1
2014-2015,Arbilla,1
2014-2015,Colotto,1
2014-2015,Héctor Moreno,1
2014-2015,Montañés,1
2014-2015,Elustondo,1
2014-2015,De la Bella,1
2014-2015,Elustondo,1
2014-2015,Hervías,1
2014-2015,Markel,1
2014-2015,Rubén Pardo,1
2014-2015,Amaya,1
2014-2015,Insúa,1
2014-2015,Morcillo,1
2014-2015,Jozabed,1
2014-2015,Trashorras,1
2014-2015,Herrera,1
2014-2015,Damián Suárez,1
2014-2015,Fajr,1
2014-2015,Mosquera,1
2014-2015,El Zhar,1
2014-2015,Rubén García,1
2014-2015,Ivanschitz,1
2014-2015,Rafael Martins,1
2014-2015,Simao Junior,1
2014-2015,Babin,1
2014-2015,Success,1
2014-2015,Nyom,1
2014-2015,Piti,1
2014-2015,Fariña,1
2014-2015,Postiga,1
2014-2015,Juan Domínguez,1
2014-2015,Juanfran,1
2014-2015,Salomao,1
2014-2015,Alexis Ruano,1
2014-2015,Baba Diawara,1
2014-2015,Juan Rodríguez,1
2014-2015,Míchel,1
2014-2015,Sammir,1
2014-2015,Velázquez,1
2014-2015,Abraham Minero,1
2014-2015,Bóveda,1
2014-2015,Dani García,1
2014-2015,Borja,1
2014-2015,Javi Lara,1
2014-2015,Espinosa,1
2014-2015,Mauro,1
2014-2015,Borja,1
2014-2015,Ekeng,1
2014-2015,Fidel,1
2014-2015,Xisco,1
2014-2015,Luso,1
2015-2016,Luis Suárez,40
2015-2016,Cristiano Ronaldo,35
2015-2016,Messi,26
2015-2016,Neymar,24
2015-2016,Benzema,24
2015-2016,Griezmann,21
2015-2016,Aduriz,20
2015-2016,Bale,19
2015-2016,Rubén Castro,19
2015-2016,Borja Bastón,18
2015-2016,Lucas Pérez,17
2015-2016,Gameiro,16
2015-2016,El-Arabi,16
2015-2016,Iago Aspas,14
2015-2016,Agirretxe,13
2015-2016,Alcácer,13
2015-2016,Bakambu,12
2015-2016,Nolito,12
2015-2016,Javi Guerra,12
2015-2016,Fernando Torres,11
2015-2016,Charles,11
2015-2016,Sanabria,11
2015-2016,Jozabed,10
2015-2016,Jonathan Viera,10
2015-2016,Willian José,9
2015-2016,Sergi Enrich,9
2015-2016,Miku,9
2015-2016,Deyverson,9
2015-2016,Williams,8
2015-2016,Parejo,8
2015-2016,Caicedo,8
2015-2016,Guidetti,7
2015-2016,Carlos Castro,7
2015-2016,Hernán Pérez,7
2015-2016,Gerard Moreno,7
2015-2016,Jonathas,7
2015-2016,?op,7
2015-2016,Raúl García,7
2015-2016,Orellana,7
2015-2016,Sarabia,7
2015-2016,James Rodríguez,7
2015-2016,Rakiti?,7
2015-2016,Iborra,7
2015-2016,Morales,7
2015-2016,Š?epovi?,6
2015-2016,Rossi,6
2015-2016,Rochina,6
2015-2016,Oyarzabal,6
2015-2016,Luis Alberto,6
2015-2016,Success,6
2015-2016,Álvaro Vázquez,5
2015-2016,Peñaranda,5
2015-2016,Jony,5
2015-2016,Adrián González,5
2015-2016,Tana,5
2015-2016,Araujo,5
2015-2016,Fajr,5
2015-2016,Negredo,5
2015-2016,Banega,5
2015-2016,Sabin Merino,5
2015-2016,Soldado,5
2015-2016,Bruno Soriano,5
2015-2016,Koke,5
2015-2016,Correa,5
2015-2016,Jesé,5
2015-2016,Carlos Vela,5
2015-2016,Juanpi Añor,4
2015-2016,Asensio,4
2015-2016,Saúl Berjón,4
2015-2016,Manucho,4
2015-2016,Santi Mina,4
2015-2016,Llorente,4
2015-2016,Saúl,4
2015-2016,Denis Suárez,4
2015-2016,Adrián López,4
2015-2016,Carrasco,4
2015-2016,Lucas Vázquez,4
2015-2016,Konoplyanka,4
2015-2016,Escalante,3
2015-2016,Velázquez,3
2015-2016,Lafita,3
2015-2016,Bebé,3
2015-2016,Pablo Hernández,3
2015-2016,Babin,3
2015-2016,Halilovi?,3
2015-2016,Diop,3
2015-2016,Inui,3
2015-2016,Keko,3
2015-2016,Bigas,3
2015-2016,Víctor Casadesús,3
2015-2016,Pezzella,3
2015-2016,Fede Cartabia,3
2015-2016,Borges,3
2015-2016,Xabi Prieto,3
2015-2016,N'Zonzi,3
2015-2016,Susaeta,3
2015-2016,Laporte,3
2015-2016,Leo Baptistão,3
2015-2016,Isco,3
2015-2016,Munir,3
2015-2016,Cheryshev,3
2015-2016,Isma López,2
2015-2016,Guerrero,2
2015-2016,Carmona,2
2015-2016,Roco,2
2015-2016,Capa,2
2015-2016,Rodrigo,2
2015-2016,El Zhar,2
2015-2016,André Gomes,2
2015-2016,Mustafi,2
2015-2016,Vargas,2
2015-2016,David García,2
2015-2016,Álex Menéndez,2
2015-2016,Embarba,2
2015-2016,Cuenca,2
2015-2016,Fran Rico,2
2015-2016,Llorente,2
2015-2016,N'Diaye,2
2015-2016,Zé Castro,2
2015-2016,Trashorras,2
2015-2016,Moi Gómez,2
2015-2016,Medrán,2
2015-2016,Pedro León,2
2015-2016,Víctor,2
2015-2016,Camarasa,2
2015-2016,Verza,2
2015-2016,Sergio Álvarez,2
2015-2016,Oriol Riera,2
2015-2016,Piti,2
2015-2016,Arribas,2
2015-2016,Álex Bergantiños,2
2015-2016,Arda Turan,2
2015-2016,Bartra,2
2015-2016,Danilo,2
2015-2016,Modri?,2
2015-2016,Marcelo,2
2015-2016,Sergio Ramos,2
2015-2016,Jackson Martínez,2
2015-2016,Thomas,2
2015-2016,Mario Gaspar,2
2015-2016,Samuel,2
2015-2016,Manu Trigueros,2
2015-2016,Eraso,2
2015-2016,Piqué,2
2015-2016,San José,2
2015-2016,Muniain,2
2015-2016,Bruma,2
2015-2016,Santa Cruz,2
2015-2016,Albentosa,2
2015-2016,Camacho,2
2015-2016,Atsu,2
2015-2016,Immobile,2
2015-2016,Pablo Hernández,2
2015-2016,Wass,2
2015-2016,Bongonda,2
2015-2016,Vitolo,2
2015-2016,Diego Reyes,2
2015-2016,Abraham,1
2015-2016,Alcaraz,1
2015-2016,Duarte,1
2015-2016,Arruabarrena,1
2015-2016,Roque Mesa,1
2015-2016,Wakaso,1
2015-2016,Hernán,1
2015-2016,Vicente Gómez,1
2015-2016,David Simón,1
2015-2016,Rennella,1
2015-2016,Feghouli,1
2015-2016,Bakkali,1
2015-2016,Westermann,1
2015-2016,Van Wolfswinkel,1
2015-2016,Petros,1
2015-2016,Musonda,1
2015-2016,Jorge Molina,1
2015-2016,Joaquín,1
2015-2016,Jordán,1
2015-2016,João Cancelo,1
2015-2016,Salva Sevilla,1
2015-2016,Vigaray,1
2015-2016,Víctor Álvarez,1
2015-2016,Cejudo,1
2015-2016,Verdú,1
2015-2016,Simão Junior,1
2015-2016,Medjani,1
2015-2016,Pedro López,1
2015-2016,Lerma,1
2015-2016,Rubén García,1
2015-2016,Feddal,1
2015-2016,Cala,1
2015-2016,Víctor Sánchez,1
2015-2016,Emi Buendía,1
2015-2016,Tito,1
2015-2016,Baena,1
2015-2016,Amaya,1
2015-2016,Ricardo Costa,1
2015-2016,Edgar,1
2015-2016,Foulquier,1
2015-2016,Dani Ndi,1
2015-2016,Nacho Cases,1
2015-2016,Bernardo,1
2015-2016,Alexis,1
2015-2016,Juanfran,1
2015-2016,Burgui,1
2015-2016,Iñigo Martínez,1
2015-2016,Mikel Rico,1
